job91	382	1	526517002	0	0
job92	388	6	163291962	0	0
job93	394	6	3328	0	0
job94	394	0	866687971	0	0
job95	397	3	1	0	0
job96	400	3	132	0	0
job97	406	6	73857924	0	0
job98	406	0	74670157	0	0
job99	407	1	3937	0	0
job100	408	1	14655940	0	0
job101	408	0	7811	0	0
job102	409	1	1038610	0	0
job103	411	2	726187	0	0
job104	412	1	352208167	0	0
job105	413	1	10094896	0	0
job106	417	4	900	0	0
job107	419	2	148	0	0
job108	425	6	136650122	0	0
job109	427	2	113977	0	0
job110	429	2	144	0	0
job111	434	5	217764926	0	0
job112	435	1	679686539	0	0
job113	437	2	217764926	0	0
job114	440	3	644049701	0	0
job115	441	1	644049701	0	0
job116	452	11	56063046	0	0
job117	455	3	111	0	0
job118	460	5	4233153	0	0
job119	461	1	991607141	0	0
job120	478	17	16584	0	0
job121	485	7	1638	0	0
job122	491	6	22725167	0	0
job123	492	1	21397108	0	0
job124	492	0	4337489	0	0
job125	492	0	21397108	0	0
job126	493	1	21397108	0	0
job127	501	8	7530	0	0
job128	507	6	725358707	0	0
job129	512	5	20851147	0	0
job130	526	14	947966051	0	0
job131	526	0	57664678	0	0
job132	528	2	21397108	0	0
job133	531	3	22487281	0	0
job134	534	3	21404644	0	0
job135	537	3	463807841	0	0
job136	538	1	145	0	0
job137	540	2	214404327	0	0
job138	543	3	88176	0	0
job139	544	1	1843427	0	0
job140	545	1	886391295	0	0
job141	551	6	8873	0	0
job142	554	3	1185	0	0
job143	559	5	749	0	0
job144	563	4	256515345	0	0
job145	564	1	3209941	0	0
job146	566	2	264041358	0	0
job147	566	0	789994	0	0
job148	568	2	646	0	0
job149	581	13	37620	0	0
job150	581	0	73926349	0	0
job151	584	3	4510	0	0
job152	596	12	138622671	0	0
job153	596	0	363851755	0	0
job154	598	2	22245864	0	0
job155	598	0	1077	0	0
job156	599	1	900	0	0
job157	609	10	1	0	0
job158	612	3	79506676	0	0
job159	622	10	3062653	0	0
job160	630	8	875408019	0	0
job161	631	1	23342510	0	0
job162	631	0	25901208	0	0
job163	632	1	25243498	0	0
job164	632	0	25901208	0	0
job165	633	1	26868396	0	0
job166	633	0	27100701	0	0
job167	634	1	25901208	0	0
job168	636	2	25901208	0	0
job169	636	0	1	0	0
job170	644	8	183963615	0	0
job171	644	0	183963615	0	0
job172	645	1	17058078	0	0
job173	645	0	187899469	0	0
job174	646	1	183963615	0	0
job175	652	6	2145183	0	0
job176	654	2	1900089	0	0
job177	660	6	40824714	0	0
job178	668	8	182311900	0	0
job179	675	7	183963615	0	0
job180	677	2	1132277	0	0
job181	677	0	117707373	0	0
job182	681	4	1132277	0	0
job183	683	2	187191877	0	0
job184	698	15	862502876	0	0
job185	701	3	4233153	0	0
job186	704	3	149649741	0	0
job187	706	2	426601653	0	0
job188	709	3	7720	0	0
job189	710	1	18296	0	0
job190	710	0	15001	0	0
job191	713	3	718201	0	0
job192	716	3	50731280	0	0
job193	716	0	58468359	0	0
job194	717	1	15001	0	0
job195	723	6	384736	0	0
job196	728	5	555890440	0	0
job197	753	25	20783973	0	0
job198	753	0	1132277	0	0
job199	755	2	236134752	0	0
job200	756	1	728805660	0	0
job201	757	1	342869154	0	0
job202	758	1	823323339	0	0
job203	760	2	176402544	0	0
job204	761	1	180260747	0	0
job205	761	0	174669593	0	0
job206	762	1	1629860	0	0
job207	762	0	176402544	0	0
job208	762	0	23342510	0	0
job209	762	0	749	0	0
job210	762	0	176402544	0	0
job211	764	2	179562355	0	0
job212	764	0	176402544	0	0
job213	765	1	1132277	0	0
job214	784	19	16141441	0	0
job215	784	0	811606219	0	0
job216	785	1	426601653	0	0
job217	785	0	20951303	0	0
job218	786	1	576650344	0	0
job219	787	1	527388817	0	0
job220	808	21	330855309	0	0
job221	810	2	958	0	0
job222	810	0	7619430	0	0
job223	812	2	763204983	0	0
job224	815	3	7619430	0	0
job225	825	10	999514092	0	0
job226	832	7	255085006	0	0
job227	832	0	149649741	0	0
job228	840	8	4673	0	0
job229	840	0	900	0	0
job230	849	9	1	0	0
job231	851	2	88162	0	0
job232	862	11	8364	0	0
job233	863	1	290883609	0	0
job234	870	7	52052608	0	0
job235	876	6	333338	0	0
job236	877	1	1	0	0
job237	883	6	35766197	0	0
job238	883	0	35766197	0	0
job239	885	2	164308	0	0
job240	897	12	37486970	0	0
job241	905	8	3143	0	0
job242	906	1	715964238	0	0
job243	906	0	722776910	0	0
job244	906	0	75212312	0	0
job245	907	1	715964238	0	0
job246	908	1	715964238	0	0
job247	909	1	291752	0	0
job248	919	10	3343456	0	0
job249	921	2	34188524	0	0
job250	934	13	369362661	0	0
job251	935	1	23342510	0	0
job252	937	2	474910333	0	0
job253	938	1	716252562	0	0
job254	939	1	724264727	0	0
job255	939	0	716252562	0	0
job256	939	0	716252562	0	0
job257	939	0	713040197	0	0
job258	940	1	722814379	0	0
job259	940	0	716252562	0	0
job260	940	0	4233153	0	0
job261	941	1	2446	0	0
job262	949	8	21959316	0	0
job263	953	4	716461818	0	0
job264	956	3	475193221	0	0
job265	957	1	713409583	0	0
job266	957	0	331990	0	0
job267	965	8	715964238	0	0
job268	966	1	807517898	0	0
job269	967	1	558038957	0	0
job270	976	9	74937221	0	0
job271	983	7	1412504	0	0
job272	992	9	290883609	0	0
job273	994	2	900	0	0
job274	998	4	721558867	0	0
job275	999	1	347982	0	0
job276	1002	3	598346658	0	0
job277	1006	4	76173282	0	0
job278	1010	4	363018669	0	0
job279	1013	3	35730528	0	0
job280	1014	1	272816514	0	0
job281	1015	1	277255977	0	0
job282	1020	5	431126863	0	0
job283	1023	3	86840	0	0
job284	1026	3	588941094	0	0
job285	1028	2	203821410	0	0
job286	1028	0	98779130	0	0
job287	1029	1	290418	0	0
job288	1030	1	488293000	0	0
job289	1030	0	84060299	0	0
job290	1032	2	72043299	0	0
job291	1034	2	78705116	0	0
job292	1036	2	668121414	0	0
job293	1037	1	790499455	0	0
job294	1037	0	97169750	0	0
job295	1038	1	16150051	0	0
job296	1042	4	51139818	0	0
job297	1045	3	976922636	0	0
job298	1048	3	16151956	0	0
job299	1053	5	5449402	0	0
job300	1063	10	980332910	0	0
job301	1064	1	246620808	0	0
job302	1064	0	35912259	0	0
job303	1065	1	991441070	0	0
job304	1066	1	811693454	0	0
job305	1068	2	135696	0	0
job306	1070	2	286946	0	0
job307	1072	2	55558494	0	0
job308	1074	2	968689437	0	0
job309	1075	1	986025282	0	0
job310	1076	1	966683749	0	0
job311	1083	7	8275245	0	0
job312	1088	5	2451140	0	0
job313	1089	1	365587	0	0
job314	1094	5	2420682	0	0
job315	1094	0	1	0	0
job316	1098	4	2446	0	0
job317	1099	1	228435083	0	0
job318	1100	1	2401744	0	0
job319	1101	1	2387200	0	0
job320	1102	1	245119	0	0
job321	1103	1	34871400	0	0
job322	1106	3	860383493	0	0
job323	1111	5	28156589	0	0
job324	1117	6	98200730	0	0
job325	1117	0	1	0	0
job326	1122	5	331751703	0	0
job327	1123	1	555459311	0	0
job328	1124	1	73556388	0	0
job329	1127	3	133472133	0	0
job330	1135	8	7588	0	0
job331	1135	0	102960	0	0
job332	1138	3	105859793	0	0
job333	1139	1	749	0	0
job334	1139	0	1936346	0	0
job335	1143	4	97148	0	0
job336	1145	2	155101723	0	0
job337	1155	10	3261	0	0
job338	1158	3	290610283	0	0
job339	1168	10	24543579	0	0
job340	1180	12	27985568	0	0
job341	1182	2	4233153	0	0
job342	1184	2	548642606	0	0
job343	1185	1	548642606	0	0
job344	1186	1	24430328	0	0
job345	1186	0	369451293	0	0
job346	1190	4	8949	0	0
job347	1209	19	43647	0	0
job348	1211	2	4020	0	0
job349	1212	1	330855309	0	0
job350	1220	8	467513203	0	0
job351	1229	9	844969343	0	0
job352	1230	1	252402429	0	0
job353	1235	5	45957426	0	0
job354	1237	2	814790762	0	0
job355	1262	25	21359310	0	0
job356	1270	8	2032001	0	0
job357	1277	7	23435250	0	0
job358	1278	1	29232697	0	0
job359	1278	0	29232697	0	0
job360	1279	1	29232697	0	0
job361	1280	1	29232697	0	0
job362	1280	0	29232697	0	0
job363	1280	0	29232697	0	0
job364	1281	1	29232697	0	0
job365	1296	15	2142000	0	0
job366	1297	1	27091776	0	0
job367	1298	1	25892283	0	0
job368	1299	1	25892283	0	0
job369	1299	0	1642262	0	0
job370	1301	2	3297081	0	0
job371	1303	2	25892283	0	0
job372	1313	10	5140714	0	0
job373	1314	1	7738	0	0
job374	1317	3	725549107	0	0
job375	1320	3	11498	0	0
job376	1321	1	674052	0	0
job377	1323	2	38273816	0	0
job378	1326	3	525287734	0	0
job379	1328	2	175824	0	0
job380	1330	2	695	0	0
job381	1330	0	1	0	0
job382	1334	4	25234573	0	0
job383	1335	1	41670040	0	0
job384	1335	0	1063640	0	0
job385	1335	0	3913013	0	0
job386	1337	2	623467	0	0
job387	1338	1	314402	0	0
job388	1339	1	487015	0	0
job389	1340	1	2032566	0	0
job390	1340	0	135874528	0	0
job391	1342	2	26859471	0	0
job392	1342	0	25892283	0	0
job393	1343	1	660754	0	0
job394	1347	4	7582	0	0
job395	1351	4	814790762	0	0
job396	1357	6	1	0	0
job397	1359	2	14482798	0	0
job398	1363	4	1954303	0	0
job399	1365	2	2231	0	0
job400	1392	27	3916045	0	0
job401	1393	1	1989466	0	0
job402	1394	1	1477	0	0
job403	1410	16	58456218	0	0
job404	1414	4	18987851	0	0
job405	1417	3	183770988	0	0
job406	1417	0	543983952	0	0
job407	1417	0	183770988	0	0
job408	1418	1	185828349	0	0
job409	1419	1	183770988	0	0
job410	1419	0	23435250	0	0
job411	1420	1	186298540	0	0
job412	1421	1	98990	0	0
job413	1422	1	182567317	0	0
job414	1422	0	183770988	0	0
job415	1437	15	4233153	0	0
job416	1446	9	2182101	0	0
job417	1447	1	511562	0	0
job418	1448	1	571115	0	0
job419	1449	1	20887	0	0
job420	1449	0	273409	0	0
job421	1451	2	4415	0	0
job422	1452	1	15464058	0	0
job423	1462	10	222627763	0	0
job424	1470	8	47962	0	0
job425	1486	16	1524	0	0
job426	1492	6	1528	0	0
job427	1493	1	4296	0	0
job428	1493	0	1362	0	0
job429	1494	1	1412	0	0
job430	1500	6	90558704	0	0
job431	1512	12	549786	0	0
job432	1519	7	182625	0	0
job433	1523	4	62963	0	0
job434	1524	1	16137482	0	0
job435	1525	1	180232224	0	0
job436	1525	0	176374021	0	0
job437	1526	1	176374021	0	0
job438	1528	2	176374021	0	0
job439	1529	1	623333914	0	0
job440	1533	4	20651974	0	0
job441	1551	18	570327436	0	0
job442	1557	6	174641070	0	0
job443	1561	4	176374021	0	0
job444	1564	3	43647	0	0
job445	1564	0	16840	0	0
job446	1567	3	179533832	0	0
job447	1571	4	39308432	0	0
job448	1573	2	1	0	0
job449	1575	2	756808	0	0
job450	1575	0	2140189	0	0
job451	1576	1	23398	0	0
job452	1577	1	631788428	0	0
job453	1583	6	182956	0	0
job454	1589	6	46726	0	0
job455	1589	0	20867768	0	0
job456	1591	2	134163	0	0
job457	1597	6	1	0	0
job458	1600	3	9725	0	0
job459	1601	1	289358	0	0
job460	1615	14	32217879	0	0
job461	1617	2	8383	0	0
job462	1622	5	658482923	0	0
job463	1623	1	8645509	0	0
job464	1624	1	8645509	0	0
job465	1624	0	8645509	0	0
job466	1625	1	8645509	0	0
job467	1626	1	912445061	0	0
job468	1626	0	112046	0	0
job469	1626	0	8645509	0	0
job470	1626	0	8645509	0	0
job471	1627	1	8645509	0	0
job472	1627	0	8645509	0	0
job473	1627	0	8645509	0	0
job474	1627	0	18967055	0	0
job475	1627	0	46554192	0	0
job476	1628	1	2269863	0	0
job477	1628	0	8645509	0	0
job478	1629	1	8645509	0	0
job479	1633	4	9642	0	0
job480	1639	6	3390	0	0
job481	1639	0	1276	0	0
job482	1640	1	162298	0	0
job483	1645	5	134163	0	0
job484	1647	2	46726	0	0
job485	1662	15	4233153	0	0
job486	1673	11	9725	0	0
job487	1674	1	162298	0	0
job488	1674	0	9642	0	0
job489	1676	2	7665593	0	0
job490	1679	3	4677	0	0
job491	1684	5	516758468	0	0
job492	1688	4	689595355	0	0
job493	1689	1	715566773	0	0
job494	1689	0	715566773	0	0
job495	1690	1	715566773	0	0
job496	1690	0	715566773	0	0
job497	1690	0	723578938	0	0
job498	1690	0	722128590	0	0
job499	1691	1	712354408	0	0
job500	1691	0	6049278	0	0
job501	1691	0	178276	0	0
job502	1692	1	590333259	0	0
job503	1692	0	890131840	0	0
job504	1693	1	23435250	0	0
job505	1704	11	685031237	0	0
job506	1710	6	91950	0	0
job507	1711	1	115	0	0
job508	1713	2	59485	0	0
job509	1721	8	10228533	0	0
job510	1726	5	11437578	0	0
job511	1730	4	74274829	0	0
job512	1733	3	77402593	0	0
job513	1741	8	40284061	0	0
job514	1755	14	92041	0	0
job515	1757	2	716206789	0	0
job516	1758	1	724218954	0	0
job517	1759	1	75444089	0	0
job518	1759	0	716206789	0	0
job519	1761	2	2430116	0	0
job520	1761	0	114	0	0
job521	1762	1	716206789	0	0
job522	1764	2	498546842	0	0
job523	1784	20	712994424	0	0
job524	1795	11	178013	0	0
job525	1796	1	58456218	0	0
job526	1808	12	716206789	0	0
job527	1809	1	544481149	0	0
job528	1811	2	952493	0	0
job529	1811	0	1	0	0
job530	1812	1	7005579	0	0
job531	1813	1	812441429	0	0
job532	1813	0	91599	0	0
job533	1814	1	15284758	0	0
job534	1815	1	2433506	0	0
job535	1817	2	797826540	0	0
job536	1819	2	821688	0	0
job537	1829	10	1660416	0	0
job538	1830	1	1704856	0	0
job539	1832	2	5615191	0	0
job540	1832	0	12019	0	0
job541	1837	5	1	0	0
job542	1837	0	722768606	0	0
job543	1851	14	9113374	0	0
job544	1852	1	2732	0	0
job545	1852	0	2668	0	0
job546	1853	1	62499	0	0
job547	1854	1	7709	0	0
job548	1860	6	82093238	0	0
job549	1862	2	544481287	0	0
job550	1868	6	2732	0	0
job551	1868	0	2668	0	0
job552	1868	0	62499	0	0
job553	1880	12	7892195	0	0
job554	1884	4	327	0	0
job555	1887	3	43647	0	0
job556	1898	11	5453515	0	0
job557	1899	1	781469015	0	0
job558	1900	1	54150	0	0
job559	1902	2	4233153	0	0
job560	1905	3	8894	0	0
job561	1913	8	232947699	0	0
job562	1914	1	749549	0	0
job563	1914	0	725358707	0	0
job564	1915	1	27450	0	0
job565	1918	3	16050	0	0
job566	1919	1	996921563	0	0
job567	1920	1	54943	0	0
job568	1921	1	890357756	0	0
job569	1921	0	19263906	0	0
job570	1930	9	39645682	0	0
job571	1934	4	254505	0	0
job572	1937	3	246689	0	0
job573	1937	0	5461971	0	0
job574	1938	1	896279	0	0
job575	1939	1	15936	0	0
job576	1943	4	3607765	0	0
job577	1943	0	3511544	0	0
job578	1945	2	7666251	0	0
job579	1960	15	298913	0	0
job580	1964	4	15941	0	0
job581	1965	1	42528972	0	0
job582	1967	2	55558494	0	0
job583	1982	15	8194332	0	0
job584	1982	0	145076363	0	0
job585	1983	1	549851079	0	0
job586	1985	2	3276	0	0
job587	1986	1	1055501	0	0
job588	1987	1	24300480	0	0
job589	1987	0	24300480	0	0
job590	1987	0	24300480	0	0
job591	1987	0	15941	0	0
job592	1988	1	24300480	0	0
job593	1988	0	24300480	0	0
job594	1988	0	21213886	0	0
job595	1989	1	24300480	0	0
job596	1993	4	24300480	0	0
job597	2003	10	646017	0	0
job598	2004	1	654410501	0	0
job599	2005	1	1364496	0	0
job600	2008	3	2484967	0	0
job601	2035	27	104604	0	0
job602	2040	5	3955	0	0
job603	2041	1	21703207	0	0
job604	2042	1	10931089	0	0
job605	2045	3	655060841	0	0
job606	2045	0	99191	0	0
job607	2051	6	650340	0	0
job608	2053	2	1	0	0
job609	2054	1	7656	0	0
job610	2061	7	632	0	0
job611	2061	0	1	0	0
job612	2066	5	549	0	0
job613	2070	4	997146180	0	0
job614	2076	6	145877690	0	0
job615	2083	7	902730529	0	0
job616	2087	4	0	0	0
job617	2092	5	547354370	0	0
job618	2092	0	330076120	0	0
job619	2093	1	330076120	0	0
job620	2095	2	330076120	0	0
job621	2099	4	325150937	0	0
job622	2099	0	632	0	0
job623	2099	0	190132939	0	0
job624	2101	2	549	0	0
job625	2101	0	330076120	0	0
job626	2102	1	330076120	0	0
job627	2102	0	330076120	0	0
job628	2102	0	330076120	0	0
job629	2102	0	330076120	0	0
job630	2103	1	330076120	0	0
job631	2103	0	330076120	0	0
job632	2105	2	458342860	0	0
job633	2106	1	954829292	0	0
job634	2106	0	300263	0	0
job635	2108	2	412993883	0	0
job636	2108	0	330076120	0	0
job637	2109	1	330076120	0	0
job638	2109	0	330076120	0	0
job639	2110	1	330076120	0	0
job640	2111	1	330076120	0	0
job641	2111	0	189806	0	0
job642	2112	1	330076120	0	0
job643	2114	2	330076120	0	0
job644	2117	3	252392763	0	0
job645	2123	6	869579101	0	0
job646	2123	0	15290879	0	0
job647	2126	3	275655	0	0
job648	2127	1	391945	0	0
job649	2128	1	219089550	0	0
job650	2129	1	180805076	0	0
job651	2129	0	1	0	0
job652	2129	0	668127400	0	0
job653	2130	1	668127400	0	0
job654	2130	0	632	0	0
job655	2130	0	504456061	0	0
job656	2130	0	668127400	0	0
job657	2130	0	668127400	0	0
job658	2132	2	618578837	0	0
job659	2136	4	21463993	0	0
job660	2147	11	11697990	0	0
job661	2148	1	0	0	0
job662	2151	3	353035060	0	0
job663	2156	5	4233153	0	0
job664	2163	7	561187677	0	0
job665	2173	10	632	0	0
job666	2174	1	33991030	0	0
job667	2176	2	84509878	0	0
job668	2186	10	3551811	0	0
job669	2192	6	34978	0	0
job670	2199	7	83347305	0	0
job671	2201	2	200369243	0	0
job672	2201	0	18874429	0	0
job673	2201	0	1231126	0	0
job674	2201	0	18874429	0	0
job675	2201	0	18874429	0	0
job676	2201	0	1231126	0	0
job677	2201	0	1231126	0	0
job678	2201	0	18874429	0	0
job679	2203	2	1231126	0	0
job680	2203	0	632	0	0
job681	2206	3	481955072	0	0
job682	2207	1	13252	0	0
job683	2208	1	0	0	0
job684	2208	0	1459833	0	0
job685	2208	0	15830	0	0
job686	2208	0	237483	0	0
job687	2211	3	104244	0	0
job688	2222	11	12287	0	0
job689	2228	6	330690	0	0
job690	2237	9	1231126	0	0
job691	2239	2	18874429	0	0
job692	2240	1	18874429	0	0
job693	2241	1	916738	0	0
job694	2242	1	632	0	0
job695	2242	0	1231126	0	0
job696	2246	4	4017150	0	0
job697	2247	1	280895	0	0
job698	2248	1	4231333	0	0
job699	2250	2	2051	0	0
job700	2252	2	45952540	0	0
job701	2258	6	219089550	0	0
job702	2259	1	330076120	0	0
job703	2259	0	330076120	0	0
job704	2261	2	59935813	0	0
job705	2263	2	23647325	0	0
job706	2265	2	330076120	0	0
job707	2266	1	330076120	0	0
job708	2267	1	330076120	0	0
job709	2267	0	0	0	0
job710	2273	6	1062	0	0
job711	2275	2	5396	0	0
job712	2276	1	1113	0	0
job713	2277	1	330076120	0	0
job714	2277	0	1140213	0	0
job715	2280	3	1110	0	0
job716	2283	3	330076120	0	0
job717	2284	1	1238065	0	0
job718	2286	2	330076120	0	0
job719	2288	2	973576112	0	0
job720	2298	10	632	0	0
job721	2298	0	108990093	0	0
job722	2298	0	4030413	0	0
job723	2298	0	902334155	0	0
job724	2298	0	330076120	0	0
job725	2299	1	1062	0	0
job726	2299	0	86191853	0	0
job727	2299	0	431556312	0	0
job728	2301	2	1	0	0
job729	2309	8	330076120	0	0
job730	2313	4	1062	0	0
job731	2315	2	2299548	0	0
job732	2317	2	2403623	0	0
job733	2319	2	26596590	0	0
job734	2326	7	2428	0	0
job735	2328	2	0	0	0
job736	2330	2	1865892	0	0
job737	2332	2	220298	0	0
job738	2336	4	278882	0	0
job739	2343	7	330076120	0	0
job740	2347	4	632	0	0
job741	2353	6	561187677	0	0
job742	2356	3	39248778	0	0
job743	2361	5	558012024	0	0
job744	2367	6	39320180	0	0
job745	2370	3	1	0	0
job746	2375	5	39279430	0	0
job747	2376	1	39209543	0	0
job748	2380	4	39191837	0	0
job749	2380	0	39178499	0	0
job750	2381	1	83058808	0	0
job751	2382	1	12147731	0	0
job752	2383	1	133578	0	0
job753	2385	2	887593114	0	0
job754	2388	3	4017150	0	0
job755	2388	0	908585	0	0
job756	2392	4	39202455	0	0
job757	2393	1	681903432	0	0
job758	2393	0	15819060	0	0
job759	2397	4	39132312	0	0
job760	2398	1	4233153	0	0
job761	2401	3	3824253	0	0
job762	2401	0	632	0	0
job763	2401	0	1529406	0	0
job764	2401	0	469064	0	0
job765	2405	4	39129103	0	0
job766	2406	1	26985	0	0
job767	2408	2	39171672	0	0
job768	2412	4	61735104	0	0
job769	2413	1	5750	0	0
job770	2419	6	39102768	0	0
job771	2421	2	39396404	0	0
job772	2424	3	2041	0	0
job773	2425	1	1310932	0	0
job774	2426	1	39065524	0	0
job775	2430	4	568948	0	0
job776	2432	2	495538	0	0
job777	2435	3	2642881	0	0
job778	2435	0	993582217	0	0
job779	2437	2	39143423	0	0
job780	2437	0	294259046	0	0
job781	2441	4	4219403	0	0
job782	2443	2	39020528	0	0
job783	2446	3	38998880	0	0
job784	2451	5	0	0	0
job785	2452	1	38976946	0	0
job786	2460	8	39107509	0	0
job787	2465	5	38944189	0	0
job788	2470	5	38909078	0	0
job789	2475	5	38915677	0	0
job790	2479	4	38892051	0	0
job791	2484	5	178837	0	0
job792	2489	5	38764680	0	0
job793	2491	2	38855666	0	0
job794	2495	4	632	0	0
job795	2497	2	38861040	0	0
job796	2503	6	38825996	0	0
job797	2505	2	38861422	0	0
job798	2507	2	571104863	0	0
job799	2508	1	0	0	0
job800	2510	2	910061291	0	0
job801	2518	8	38717931	0	0
job802	2521	3	38933328	0	0
job803	2533	12	38724355	0	0
job804	2534	1	564	0	0
job805	2539	5	330076120	0	0
job806	2540	1	38747282	0	0
job807	2542	2	1	0	0
job808	2562	20	330076120	0	0
job809	2567	5	0	0	0
job810	2603	36	330076120	0	0
job811	2603	0	87739034	0	0
job812	2603	0	632	0	0
job813	2607	4	1704	0	0
job814	2607	0	1	0	0
job815	2609	2	9673649	0	0
job816	2611	2	9114369	0	0
job817	2631	20	0	0	0
job818	2635	4	4233153	0	0
job819	2637	2	872092836	0	0
job820	2640	3	87164523	0	0
job821	2644	4	330076120	0	0
job822	2664	20	89245277	0	0
job823	2669	5	232576682	0	0
job824	2685	16	300263	0	0
job825	2689	4	0	0	0
job826	2704	15	2665817	0	0
job827	2707	3	10756943	0	0
job828	2710	3	38650869	0	0
job829	2713	3	417551	0	0
job830	2714	1	38618192	0	0
job831	2717	3	38615974	0	0
job832	2721	4	38607870	0	0
job833	2722	1	86434441	0	0
job834	2722	0	632	0	0
job835	2725	3	38574558	0	0
job836	2730	5	38572957	0	0
job837	2735	5	38661543	0	0
job838	2737	2	17032037	0	0
job839	2740	3	849354895	0	0
job840	2741	1	38530389	0	0
job841	2743	2	85380214	0	0
job842	2745	2	38523736	0	0
job843	2748	3	328473233	0	0
job844	2748	0	0	0	0
job845	2750	2	513679898	0	0
job846	2751	1	383311	0	0
job847	2752	1	38667673	0	0
job848	2754	2	38477441	0	0
job849	2757	3	38516734	0	0
job850	2758	1	330076120	0	0
job851	2761	3	17980518	0	0
job852	2762	1	29026	0	0
job853	2763	1	4743921	0	0
job854	2763	0	632	0	0
job855	2765	2	38411238	0	0
job856	2765	0	330076120	0	0
job857	2768	3	33991030	0	0
job858	2768	0	119327	0	0
job859	2769	1	38629266	0	0
job860	2770	1	10026989	0	0
job861	2772	2	909626705	0	0
job862	2774	2	38531493	0	0
job863	2777	3	1839640	0	0
job864	2779	2	38371581	0	0
job865	2780	1	183457432	0	0
job866	2782	2	89689507	0	0
job867	2782	0	1	0	0
job868	2786	4	2298173	0	0
job869	2786	0	330076120	0	0
job870	2787	1	38357386	0	0
job871	2788	1	547	0	0
job872	2789	1	785099	0	0
job873	2792	3	293793920	0	0
job874	2794	2	38253670	0	0
job875	2797	3	38293255	0	0
job876	2798	1	982236306	0	0
job877	2798	0	38515102	0	0
job878	2800	2	632800814	0	0
job879	2805	5	632	0	0
job880	2805	0	38292519	0	0
job881	2807	2	3750339	0	0
job882	2807	0	0	0	0
job883	2807	0	38389957	0	0
job884	2812	5	38445147	0	0
job885	2814	2	135397055	0	0
job886	2814	0	101183	0	0
job887	2814	0	93517041	0	0
job888	2815	1	2425805	0	0
job889	2818	3	154111795	0	0
job890	2819	1	38263511	0	0
job891	2819	0	561187677	0	0
job892	2820	1	15229400	0	0
job893	2820	0	317441	0	0
job894	2822	2	38287220	0	0
job895	2824	2	330076120	0	0
job896	2826	2	38227955	0	0
job897	2827	1	962481759	0	0
job898	2827	0	330076120	0	0
job899	2827	0	547	0	0
job900	2829	2	330076120	0	0
job901	2831	2	129300	0	0
job902	2832	1	38213939	0	0
job903	2834	2	160238207	0	0
job904	2838	4	38201988	0	0
job905	2839	1	330076120	0	0
job906	2844	5	38241804	0	0
job907	2844	0	632	0	0
job908	2846	2	38157786	0	0
job909	2846	0	1	0	0
job910	2847	1	325150937	0	0
job911	2849	2	257	0	0
job912	2850	1	38234963	0	0
job913	2854	4	23177956	0	0
